ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2324557,Source2,3,2019-01-08T19:11:42.000+08:00,2019-01-08T20:11:12.000+08:00,42.058243,-88.03434,,,0.0,1 left lane blocked due to accident on I-90 Jane Addams Tollway Eastbound at I-290.,I-90 E,Schaumburg,Cook,IL,60173,US,US/Central,KPWK,2019-01-08T18:52:00.000+08:00,37.9,27.6,51.0,29.94,10.0,WNW,20.7,,Overcast,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-213875,Source2,3,2016-08-15T16:37:57.000+08:00,2016-08-15T17:07:57.000+08:00,41.78299000000001,-71.423927,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-95 Northbound near Exit 16 RI-10.,I-95 S,Cranston,Providence,RI,02910,US,US/Eastern,KPVD,2016-08-15T16:51:00.000+08:00,89.1,,40.0,30.12,10.0,NW,9.2,,Scattered Clouds,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6923758,Source1,2,2020-11-24T03:25:00.000+08:00,2020-11-24T05:00:58.000+08:00,25.532461,-80.372515,25.53142,-80.377645,0.328,Incident on FLORIDA'S TPKE SB near MM 9 Drive with caution.,Florida's Tpke S,Homestead,Miami-Dade,FL,33032,US,US/Eastern,KHST,2020-11-24T02:56:00.000+08:00,68.0,68.0,,30.02,10.0,NNW,8.0,0.0,Fair,false,false,false,false,true,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-6589411,Source1,2,2020-12-21T14:25:00.000+08:00,2020-12-21T16:35:56.000+08:00,38.415836,-121.896034,38.418504,-121.89425,0.208,MIDWAY ONR TO EB 80. RP NOT SURE OF EXACT ONR TO EB 80[Shared],Midway Rd,Dixon,Solano,CA,95620,US,US/Pacific,KEDU,2020-12-21T14:15:00.000+08:00,43.0,40.0,100.0,30.01,1.0,SSE,5.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-906769,Source2,2,2021-09-09T15:30:12.000+08:00,2021-09-09T16:14:46.000+08:00,33.101871,-96.678116,,,0.0,Lane blocked due to accident on US-75 Northbound at FM-2170 Mcdermott Dr.,US-75 S,Allen,Collin,TX,75013,US,US/Central,KTKI,2021-09-09T15:53:00.000+08:00,90.0,90.0,25.0,29.4,10.0,E,6.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6709247,Source1,2,2020-11-18T15:19:00.000+08:00,2020-11-18T19:13:16.000+08:00,38.793716,-122.702928,38.792667,-122.699226,0.212,REYNOLDS SYSTEMS / 18649 HWY 175. [Notification] [CHP]-Problem changed from SVR-Stolen Vehicle Report to 20002-Hit and Run No Injuries by CHP,Austin Dr,Middletown,Lake,CA,95461,US,US/Pacific,KSTS,2020-11-18T14:53:00.000+08:00,60.0,60.0,60.0,29.9,10.0,WSW,13.0,0.0,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4674867,Source1,2,2022-12-15T17:24:25.000+08:00,2022-12-15T18:39:31.000+08:00,39.358912,-84.558297,39.357313,-84.55843,0.111,Incident on PLEASANT AVE near PLEASANT AVE Drive with caution.,Pleasant Ave,Hamilton,Butler,OH,45015-1980,US,US/Eastern,KHAO,2022-12-15T17:53:00.000+08:00,43.0,39.0,65.0,29.08,10.0,SW,6.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Day,Day,Day
A-7645795,Source1,4,2017-12-10T12:58:53.000+08:00,2017-12-10T18:58:53.000+08:00,40.27864,-83.09531,40.2804,-83.06831,1.4280000000000002,Closed at US-23 - Road closed due to accident.,US Highway 42 S,Delaware,Delaware,OH,43015,US,US/Eastern,KDLZ,2017-12-10T12:55:00.000+08:00,28.4,17.5,69.0,30.0,10.0,SSW,13.8,,Overcast,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1066697,Source2,3,2021-04-27T14:19:30.000+08:00,2021-04-27T15:36:09.000+08:00,42.219082,-83.410431,,,2.4600000381469727,Entry ramp to I-94 Northbound at Exit 17 from I-275 Northbound closed due to accident.,I-275 N,Romulus,Wayne,MI,48174,US,US/Eastern,KDTW,2021-04-27T13:53:00.000+08:00,75.0,75.0,44.0,29.16,9.0,SW,14.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1026405,Source2,3,2021-05-28T21:55:38.000+08:00,2021-05-28T22:24:58.000+08:00,33.745304,-84.349014,,,0.0,Two lanes blocked due to accident on I-20 Eastbound at Exits 60 60A 60B US-23 Moreland Ave.,GA-402 E,Atlanta,DeKalb,GA,30316,US,US/Eastern,KATL,2021-05-28T21:52:00.000+08:00,68.0,68.0,93.0,28.77,4.0,WSW,7.0,0.1,Rain,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Day
A-3363690,Source2,2,2017-08-08T10:40:16.000+08:00,2017-08-08T11:40:06.000+08:00,34.687393,-82.34243000000002,,,0.0,Accident on Georgia Rd at Artillery Ct.,S Artillery Ct,Piedmont,Greenville,SC,29673-9383,US,US/Eastern,KGYH,2017-08-08T10:47:00.000+08:00,75.2,,89.0,30.07,10.0,Calm,,,Light Rain,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5301483,Source1,2,2022-12-24T01:18:59.000+08:00,2022-12-24T02:33:59.000+08:00,37.638264,-77.529264,37.63831,-77.528113,0.063,Incident on FLANNAGAN CT near HOUSE 7751 Drive with caution.,Longford Dr,Henrico,Henrico,VA,23228,US,US/Eastern,KOFP,2022-12-24T00:54:00.000+08:00,13.0,-1.0,45.0,29.69,10.0,WSW,12.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-63803,Source2,3,2017-01-19T08:10:50.000+08:00,2017-01-19T08:40:16.000+08:00,34.199013,-118.337799,,,0.01,#2 &amp; #3 lane blocked and slow traffic due to accident on I-5 Northbound at Buena Vista St.,I-5 N,Burbank,Los Angeles,CA,91504,US,US/Pacific,KBUR,2017-01-19T08:03:00.000+08:00,51.1,,92.0,29.93,10.0,ESE,5.8,,Overcast,false,false,false,false,true,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6648235,Source1,2,2020-11-10T23:36:00.000+08:00,2020-11-11T00:52:00.000+08:00,29.091865,-81.324292,29.093274,-81.32498299999997,0.106,Incident on HOLLY ST near OAKLEAF CIR Expect delays.,Oakleaf Cir,Deland,Volusia,FL,32724-7227,US,US/Eastern,KDED,2020-11-10T23:35:00.000+08:00,78.0,78.0,90.0,29.81,10.0,ESE,15.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-68412,Source2,3,2016-11-01T18:31:59.000+08:00,2016-11-01T19:16:32.000+08:00,34.266087,-118.47226,,,0.01,Slow lane blocked due to accident on I-405 Northbound before CA-118.,Ronald Reagan Fwy W,Granada Hills,Los Angeles,CA,91344,US,US/Pacific,KVNY,2016-11-01T18:51:00.000+08:00,63.0,,70.0,29.99,10.0,East,3.5,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-2771278,Source2,2,2018-06-19T19:38:59.000+08:00,2018-06-19T20:08:51.000+08:00,37.669235,-122.09728999999999,,,0.0,Accident on Smalley Ave at Princeton St.,Smalley Ave,Hayward,Alameda,CA,94541-4913,US,US/Pacific,KHWD,2018-06-19T19:54:00.000+08:00,59.0,,78.0,30.05,10.0,WNW,12.7,,Partly Cloudy,false,false,true,false,false,false,false,false,false,true,false,false,false,Day,Day,Day,Day
A-6255312,Source1,2,2021-10-19T07:30:48.000+08:00,2021-10-19T08:45:49.000+08:00,38.787393,-77.458507,38.787492,-77.459721,0.066,Incident on RUGBY RD near RUGBY RD Drive with caution.,Rugby Rd,Manassas Park,Prince William,VA,20111-1905,US,US/Eastern,KHEF,2021-10-19T07:52:00.000+08:00,37.0,37.0,100.0,29.97,10.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5014701,Source1,2,2022-11-07T20:52:00.000+08:00,2022-11-07T23:01:32.000+08:00,37.033127,-122.022616,37.032469,-122.022731,0.046,Accident on CA-17 S from Mount Hermon Rd (CA-17) to El Rancho Dr/La Madrona Dr (CA-17).,CA-17,Scotts Valley,Santa Cruz,CA,95066,US,US/Pacific,KWVI,2022-11-07T20:53:00.000+08:00,47.0,47.0,97.0,29.7,10.0,NNW,3.0,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-5185632,Source1,2,2022-12-16T18:36:00.000+08:00,2022-12-16T19:51:31.000+08:00,27.468935,-82.562861,27.469218,-82.56286800000002,0.02,Incident on 1ST ST near US-41 Expect delays.,1st St,Bradenton,Manatee,FL,34208-4443,US,US/Eastern,KSRQ,2022-12-16T18:53:00.000+08:00,62.0,62.0,53.0,29.98,10.0,ENE,3.0,0.0,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Day
A-2448493,Source2,3,2018-11-10T03:19:43.000+08:00,2018-11-10T03:49:28.000+08:00,34.132465,-117.951126,,,0.0,Middle lane blocked due to accident on I-210 Eastbound at Exits 36A 36B I-605.,Foothill Fwy E,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2018-11-10T07:45:00.000+08:00,51.8,,33.0,30.0,10.0,Calm,,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-2498217,Source2,2,2018-10-04T19:05:03.000+08:00,2018-10-04T19:34:53.000+08:00,34.631519,-82.133247,,,0.0,Accident on SC-14 at Quarry Rd.,Highway 14,Gray Court,Laurens,SC,29645-4162,US,US/Eastern,KLUX,2018-10-04T18:55:00.000+08:00,82.4,,62.0,30.05,10.0,Calm,,,Clear,false,false,true,false,false,false,true,false,false,false,false,false,false,Day,Day,Day,Day
A-2121111,Source2,2,2019-05-24T07:11:05.000+08:00,2019-05-24T08:42:23.000+08:00,40.689259,-73.3955,,,0.0,Accident on 31st St at CR-2 Dixon Ave.,31st St,Copiague,Suffolk,NY,11726-2509,US,US/Eastern,KFRG,2019-05-24T06:53:00.000+08:00,66.0,66.0,56.0,29.69,10.0,NW,14.0,0.0,Fair,false,false,true,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3215155,Source2,2,2017-11-29T17:16:27.000+08:00,2017-11-29T17:46:09.000+08:00,37.739689,-121.121376,,,0.0,#3 lane blocked due to accident on CA-99 Southbound at Exit 236 2nd St.,CA-99 S,Ripon,San Joaquin,CA,95366,US,US/Pacific,KMOD,2017-11-29T16:53:00.000+08:00,57.0,,62.0,30.11,10.0,NW,6.9,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-5958069,Source1,4,2021-11-02T13:10:00.000+08:00,2021-11-02T15:12:15.000+08:00,40.008333921241714,-75.20346522295378,40.007533921241716,-75.20120522295377,0.132,Multi vehicle crash on US 1 northbound between Exit: I-76 WEST and Exit: US 611 - BROAD ST. All lanes closed.,Schuylkill Expy,Philadelphia,Philadelphia,PA,19131,US,US/Eastern,KPHL,2021-11-02T12:54:00.000+08:00,48.0,44.0,71.0,30.24,10.0,W,9.0,0.0,Light Rain,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3648893,Source1,2,2017-07-17T07:41:16.000+08:00,2017-07-17T13:41:16.000+08:00,33.98468,-118.2807,33.979420000000005,-118.281,0.364,At Gage Ave - Accident.,I-110 S,Los Angeles,Los Angeles,CA,90003,US,US/Pacific,KHHR,2017-07-17T07:53:00.000+08:00,71.1,,81.0,29.88,8.0,Calm,,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5799300,Source1,2,2021-10-06T15:44:17.000+08:00,2021-10-06T18:48:10.000+08:00,33.983018,-81.106954,34.017251,-81.106608,2.365,Stationary traffic on I-26 W from US-1/Exit 111 (I-26) to I-126/US-76 (I-26) due to accident.,I-26 W,West Columbia,Lexington,SC,29169,US,US/Eastern,KCAE,2021-10-06T15:56:00.000+08:00,79.0,79.0,79.0,29.87,6.0,E,6.0,0.0,Haze,false,false,false,false,true,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4763914,Source1,2,2023-01-22T09:57:30.000+08:00,2023-01-22T10:12:00.000+08:00,43.064811,-88.053448,43.051656,-88.041167,1.1,Slow traffic on I-41 S - US-45 S - US-41 S from Burleigh St/Exit 43 (US-45) to W Watertown Plank Rd/Exit 40 (US-45) due to accident.,I-41 S,Milwaukee,Milwaukee,WI,53226,US,US/Central,KMWC,2023-01-22T09:45:00.000+08:00,25.0,19.0,80.0,29.11,1.0,NNW,5.0,0.0,Light Snow,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1097394,Source2,2,2021-04-02T09:44:51.000+08:00,2021-04-02T10:36:45.000+08:00,36.161251,-96.019882,,,0.0,Accident on Gilcrease Museum Rd at Edison St.,W Edison St,Tulsa,Osage,OK,74127-5218,US,US/Central,KTUL,2021-04-02T09:53:00.000+08:00,52.0,52.0,38.0,29.66,10.0,SSE,15.0,0.0,Fair,false,false,true,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-5654415,Source1,2,2021-07-28T09:28:30.000+08:00,2021-07-28T11:30:28.000+08:00,33.926347,-117.883068,33.925162,-117.88111299999998,0.139,Stationary traffic from Citrus Pl to CA-57 S due to accident.,N State College Blvd,Brea,Orange,CA,92821-4215,US,US/Pacific,KFUL,2021-07-28T09:53:00.000+08:00,79.0,79.0,56.0,29.9,10.0,VAR,5.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4001705,Source1,2,2022-02-14T15:53:48.000+08:00,2022-02-14T17:13:11.000+08:00,35.121251,-81.14067,35.126386,-81.137187,0.406,Incident on CROSS RD near BEAVER SPRING LN Drive with caution.,Cross Rd,Clover,York,SC,29710-9641,US,US/Eastern,KAKH,2022-02-14T15:54:00.000+08:00,51.0,51.0,26.0,29.32,10.0,SW,8.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6360573,Source1,2,2021-02-09T02:10:00.000+08:00,2021-02-09T04:10:26.000+08:00,41.551508,-73.033384,41.543769,-72.984821,2.567,Motor Vehicle Accident (Multi Vehicle) on I-84 Eastbound between Exits 23 and 25. The left shoulder is closed. Reported Monday February 8 at 6:10 pm.,I-84 E,Waterbury,New Haven,CT,06706,US,US/Eastern,KOXC,2021-02-09T01:51:00.000+08:00,15.0,15.0,70.0,29.58,10.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-6352912,Source1,2,2021-01-29T05:28:00.000+08:00,2021-01-29T08:30:37.000+08:00,32.275177,-111.000808,32.27633,-111.000799,0.08,Incident on N ROMERO RD near W PRINCE RD Drive with caution.,E St N,Tucson,Pima,AZ,85705,US,US/Mountain,KDMA,2021-01-29T05:56:00.000+08:00,56.0,56.0,35.0,27.15,10.0,SE,6.0,0.0,Cloudy,false,true,false,false,false,false,false,false,false,false,true,false,false,Night,Night,Night,Night
A-5658124,Source1,2,2021-10-22T16:57:46.000+08:00,2021-10-22T17:08:46.000+08:00,36.22832894307981,-86.77234768826116,36.23640894307981,-86.76164768826116,0.8170000000000001,Slow traffic on I-65 N from I-24/Exit 88 (I-65) to US-31W/Dickerson Pike/Exit 90 (I-65) due to accident.,I-65,Nashville,Davidson,TN,37207,US,US/Central,KBNA,2021-10-22T16:53:00.000+08:00,62.0,62.0,56.0,29.42,10.0,WNW,5.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2930041,Source2,2,2018-03-06T04:20:18.000+08:00,2018-03-06T05:04:50.000+08:00,32.765488,-96.84697,,,0.0,Accident on Fort Worth Ave both ways around Navaro St.,Navaro St,Dallas,Dallas,TX,75208,US,US/Central,KRBD,2018-03-06T03:53:00.000+08:00,46.0,42.5,46.0,30.03,10.0,WSW,6.9,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-2546372,Source2,3,2018-10-26T17:09:10.000+08:00,2018-10-26T18:08:42.000+08:00,38.730312,-90.332359,,,0.0,Left hand shoulder blocked due to accident on I-70 Eastbound after Exits 238A 238B 238C I-170.,I-70 W,Saint Louis,St. Louis County,MO,63134,US,US/Central,KSTL,2018-10-26T16:51:00.000+08:00,48.9,,97.0,29.8,6.0,NW,11.5,0.0,Light Rain,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-7407606,Source1,2,2019-09-04T08:19:15.000+08:00,2019-09-04T08:47:04.000+08:00,33.88233,-117.361707,33.88234,-117.357485,0.242,At Riverside - Accident.,Gardner Ave,Riverside,Riverside,CA,92504-6105,US,US/Pacific,KRAL,2019-09-04T07:53:00.000+08:00,79.0,79.0,39.0,29.0,10.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4668286,Source1,2,2022-12-14T17:34:00.000+08:00,2022-12-14T19:14:55.000+08:00,32.66815782,-97.23482966,32.66799782,-97.22259966,0.711,Incident on I-20 EB near BOWMAN SPRINGS Drive with caution.,Ronald Reagan Memorial Hwy,Fort Worth,Tarrant,TX,76119,US,US/Central,KFWS,2022-12-14T17:46:00.000+08:00,50.0,50.0,37.0,29.16,10.0,WNW,9.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Day,Day,Day
A-3017814,Source2,3,2018-02-16T15:08:55.000+08:00,2018-02-16T15:37:33.000+08:00,34.066421999999996,-117.20385700000001,,,0.0,Lane blocked due to accident on I-10 Eastbound at Exit 77C CA-210.,I-10 E,Redlands,San Bernardino,CA,92374,US,US/Pacific,KSBD,2018-02-16T14:50:00.000+08:00,73.4,,11.0,30.06,10.0,Calm,,,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3038410,Source2,3,2018-02-27T08:05:12.000+08:00,2018-02-27T08:34:53.000+08:00,38.728939000000004,-121.28593400000001,,,0.0,Right hand shoulder blocked due to accident on I-80 Westbound at Riverside Ave.,I-80 W,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,2018-02-27T08:15:00.000+08:00,41.0,32.8,45.0,30.01,10.0,NNW,16.1,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4518150,Source1,2,2022-03-15T20:06:30.000+08:00,2022-03-15T22:08:41.000+08:00,28.44864,-81.473754,28.449834000000006,-81.472599,0.108,Slow traffic on FL-482 from Sand Lake Rd (FL-482) exit [74A] to International Dr due to accident.,Frontage Rd,Orlando,Orange,FL,32819,US,US/Eastern,KMCO,2022-03-15T19:53:00.000+08:00,73.0,73.0,79.0,29.98,10.0,E,13.0,0.0,Light Rain,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-2283110,Source2,2,2019-02-13T09:58:26.000+08:00,2019-02-13T10:28:01.000+08:00,29.515539,-98.662338,,,0.0,Accident on Tezel Rd near Old Tezel Rd.,Old Tezel Rd,San Antonio,Bexar,TX,78250-3016,US,US/Central,KSKF,2019-02-13T09:56:00.000+08:00,51.3,,51.0,30.33,10.0,SE,8.1,0.0,Clear,false,false,false,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-871010,Source2,2,2021-10-07T07:51:43.000+08:00,2021-10-07T08:50:01.000+08:00,26.166935000000002,-80.256546,,,0.0,2 left lane blocked due to accident on FL-816 Oakland Park Blvd Eastbound at FL-817 University Dr.,W Oakland Park Blvd,Fort Lauderdale,Broward,FL,33351,US,US/Eastern,KFXE,2021-10-07T07:53:00.000+08:00,82.0,82.0,82.0,30.04,10.0,SE,5.0,0.0,Fair,false,false,true,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-741081,Source2,2,2022-01-20T11:33:43.000+08:00,2022-01-20T12:18:27.000+08:00,29.737209000000004,-95.543663,,,0.0,Accident on FM-1093 Westheimer Rd at Elmside Dr.,Westheimer Rd,Houston,Harris,TX,77042-3908,US,US/Central,KMCJ,2022-01-20T11:53:00.000+08:00,45.0,37.0,65.0,30.24,10.0,N,20.0,0.0,Cloudy,false,false,true,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-3022591,Source2,3,2018-02-20T04:07:43.000+08:00,2018-02-20T04:52:28.000+08:00,44.919666,-93.27449,,,0.0,Accident on I-35W Southbound at Exit 13 46th St.,E 46th St,Minneapolis,Hennepin,MN,55419,US,US/Central,KMSP,2018-02-20T04:00:00.000+08:00,19.9,13.4,96.0,29.84,3.0,North,4.6,0.0,Light Snow,false,false,true,false,false,false,false,false,true,false,false,true,false,Night,Night,Night,Night
A-5460469,Source1,2,2022-04-03T16:37:00.000+08:00,2022-04-03T18:43:19.000+08:00,37.851558923540814,-121.28289341868742,37.85912892354081,-121.28097341868742,0.5329999999999999,Accident on Lathrop Rd (I-5) from Roth Rd (I-5) to I-5 N.,I-5,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,2022-04-03T16:55:00.000+08:00,81.0,81.0,15.0,29.84,10.0,NW,21.0,0.0,Fair / Windy,false,false,false,false,true,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2005077,Source2,3,2019-08-05T13:33:46.000+08:00,2019-08-05T14:02:45.000+08:00,33.765572,-84.385452,,,0.4600000083446503,Exit ramp from I-75 Northbound at Exit 249B to Pine St Ne Eastbound lane blocked due to accident.,GA-401 N,Atlanta,Fulton,GA,30308,US,US/Eastern,KFTY,2019-08-05T13:53:00.000+08:00,86.0,86.0,55.0,29.08,10.0,VAR,5.0,0.0,Fair,false,false,false,false,true,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4453419,Source1,2,2023-01-27T15:27:30.000+08:00,2023-01-27T15:56:30.000+08:00,37.119289,-121.62611499999998,37.131643,-121.633394,0.943,Stationary traffic on US-101 N - S Valley Fwy N from San Martin Ave (US-101) to Dunne Ave (US-101) due to accident.,Tennant Ave,Morgan Hill,Santa Clara,CA,95037,US,US/Pacific,KE16,2023-01-27T15:35:00.000+08:00,64.0,64.0,37.0,29.78,10.0,NNW,9.0,,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6280469,Source1,2,2021-07-08T11:33:00.000+08:00,2021-07-08T14:29:53.000+08:00,37.377156,-120.850588,37.382539,-120.85046,0.3720000000000001,Incident on CA-165 NB near CRANE AVE Drive with caution.,Lander Ave,Hilmar,Merced,CA,95324-9420,US,US/Pacific,KMER,2021-07-08T11:45:00.000+08:00,93.0,93.0,26.0,29.62,10.0,WNW,6.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1469129,Source2,3,2020-05-14T19:05:25.000+08:00,2020-05-14T21:45:31.000+08:00,40.15694000000001,-77.61346400000002,,,0.0,Lane blocked due to accident on I-76 Westbound near Exit 201 PA-997 Cumberland Hwy.,I-76 E,Spring Run,Franklin,PA,17262,US,US/Eastern,KHGR,2020-05-14T18:53:00.000+08:00,70.0,70.0,57.0,29.31,10.0,SSE,10.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2029045,Source2,2,2019-06-02T09:08:35.000+08:00,2019-06-02T09:38:15.000+08:00,30.46567000000001,-91.170372,,,0.0,Accident on Mulberry St at 19th St.,N 19th St,Baton Rouge,East Baton Rouge,LA,70802-3429,US,US/Central,KBTR,2019-06-02T08:53:00.000+08:00,84.0,84.0,67.0,29.88,10.0,NNE,3.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5140300,Source1,2,2022-04-26T08:55:55.000+08:00,2022-04-26T10:58:03.000+08:00,28.411856,-81.423723,28.410228000000004,-81.42354,0.113,Stationary traffic on FL-423 from W Taft Vineland Rd to Crystal Glen Blvd due to accident.,S John Young Pkwy,Orlando,Orange,FL,32837,US,US/Eastern,KMCO,2022-04-26T08:53:00.000+08:00,74.0,74.0,73.0,30.04,10.0,SE,5.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4307728,Source1,2,2022-11-02T08:16:30.000+08:00,2022-11-02T08:47:00.000+08:00,33.284198,-91.819012,33.28922,-91.820801,0.362,Stationary traffic on US-425 N - AR-8 - US-425 S from US-82/E St Louis St (US-425) to AR-133 (Fountain Hill) (US-425) due to accident.,N US 425 Hwy N,Hamburg,Ashley,AR,71646-9110,US,US/Central,KLLQ,2022-11-02T07:53:00.000+08:00,53.0,53.0,96.0,29.99,3.0,CALM,0.0,0.0,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5582979,Source1,2,2021-08-14T13:28:11.000+08:00,2021-08-14T13:49:02.000+08:00,47.16009020782871,-122.05912470759363,47.16220020782871,-122.08039470759363,1.01,Stationary traffic on WA-410 from WA-165 (WA-410) to 234th Ave/99th Street Ct (WA-410) due to accident.,Mundy Loss Rd,Buckley,Pierce,WA,98321-9471,US,US/Pacific,KPLU,2021-08-14T12:58:00.000+08:00,79.0,79.0,53.0,29.75,10.0,NW,6.0,0.0,Fair,false,false,true,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-3540455,Source1,2,2016-09-26T20:17:24.000+08:00,2016-09-27T02:17:24.000+08:00,38.67853,-121.22563999999998,38.678493,-121.225641,0.003,At Madison Ave - Accident.,Greenback Ln,Orangevale,Sacramento,CA,95662,US,US/Pacific,KMCC,2016-09-26T20:15:00.000+08:00,82.4,,21.0,29.9,10.0,SE,3.5,,Clear,false,false,false,false,false,false,false,false,false,false,false,true,false,Night,Night,Night,Day
A-6303801,Source1,2,2021-08-10T14:59:00.000+08:00,2021-08-10T17:18:57.000+08:00,40.766375,-124.111823,40.766803,-124.113007,0.069,Incident on MITCHELL RD near HOUSE 4380 Drive with caution.,Mitchell Rd,Eureka,Humboldt,CA,95503-9737,US,US/Pacific,KEKA,2021-08-10T14:53:00.000+08:00,59.0,59.0,78.0,29.73,10.0,SW,7.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4435378,Source1,2,2023-02-16T07:55:00.000+08:00,2023-02-16T08:55:00.000+08:00,35.457045,-82.542357,35.482002,-82.55618299999998,1.892,The left lane is closed 1 mile West of Exit 40 NC 280 (Airport Road). ,Glenn Bridge Rd,Arden,Buncombe,NC,28704-9491,US,US/Eastern,KAVL,2023-02-16T07:54:00.000+08:00,57.0,57.0,81.0,27.82,10.0,CALM,0.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
